,s,p,o,source,support
2286,resource description framework (rdf),includes,digital libraries,openie,2
2287,fuzzy description logic,provides,semantic web services,heuristic,1
2288,formal modelling,is,web ontology language,heuristic,2
2289,resource description framework (rdf),includes,semantic web technologies,openie,67
2290,resource description framework (rdf),supports,engineering,heuristic,3
2291,rule engine,includes,semantic web services,openie,2
2292,visualization,includes,semantic search engine,openie,1
2293,web ontology language,includes,domain-specific ontologies,openie,3
2294,ontology alignment,includes,text mining,openie,2
2295,ontology-based,includes,semantic search engine,openie,7
2296,resource description framework (rdf),combines,natural language processing systems,heuristic,1
2297,web contents,acquires,web ontology language,heuristic,2
2298,ontology alignment,conjunction,knowledge acquisition,heuristic,2
2299,argumentation,includes,ontology alignment,openie,1
2300,resource description framework (rdf),selects,knowledge acquisition,heuristic,3
2301,semantic description,supports,automation,openie,1
2302,pattern,represents,web ontology language,heuristic,4
2303,web ontology language,is,ontology language,heuristic,29
2304,automation,recommends,semantic web services,heuristic,9
2305,knowledge bases,includes,semantic description,openie,2
2306,ontology alignment,includes,semantic web service discovery,openie,2
2307,semantic search engine,includes,text clustering,openie,1
2308,text mining,includes,semantic search engines,openie,1
2309,resource description framework (rdf),is,constraint language,heuristic,1
2310,text mining,uses,semantic web services,heuristic,1
2311,web ontology language,represents,web engineering,heuristic,1
2312,ontology alignment,uses,heterogeneous databases,heuristic,1
2313,web services discovery,proposes,ontology alignment,heuristic,6
2314,semantic description,supports,reasoning algorithms,heuristic,3
2315,semantic web services,includes,information retrieval,openie,1
2316,resource description framework (rdf),base,policy language,heuristic,1
2317,web ontology language,is,display,heuristic,1
2318,semantic descriptions,requires,linked data,heuristic,3
2319,relational data models,affects,resource description framework (rdf),heuristic,1
2320,semantic web technologies,provides,resource description framework (rdf),heuristic,42
2321,semantic search engines,includes,visualization,openie,1
2322,web ontology language,includes,ontology development,openie,2
2323,uml models,improves,semantic web services,heuristic,2
2324,linked open data,includes,resource description framework (rdf),heuristic,10
2325,resource description framework (rdf),proposes,web contents,heuristic,2
2326,linked data,includes,pattern,openie,1
2327,linked data,conjunction,machine learning techniques,heuristic,1
2328,semantic search engines,includes,personalizations,openie,2
2329,ontology-based,provides,semantic description,heuristic,40
2330,web ontology language,includes,knowledge-sharing,openie,1
2331,xml schemas,includes,resource description framework (rdf),openie,2
2332,ontology development,conjunction,ontology alignment,heuristic,1
2333,linked data,is,component-based software engineering,openie,1
2334,semantic search engines,includes,user query,openie,1
2335,ontology alignment,is,data warehousing,heuristic,1
2336,knowledge representation and reasoning,is,web ontology language,heuristic,3
2337,world wide web,converts,web ontology language,heuristic,12
2338,ontology alignment,conjunction,knowledge representation,heuristic,1
2339,semantic relationships,uses,ontology alignment,heuristic,3
2340,graphical models,selects,semantic description,heuristic,3
2341,question answering systems,includes,ontology alignment,openie,2
2342,semantic search engines,includes,ontology evolution,openie,1
2343,ontology evolution,includes,ontology alignment,openie,1
2344,ontology learning,conjunction,semantic search engines,heuristic,2
2345,service compositions,conjunction,ontology alignment,heuristic,3
2346,semantic web services,represents,programming models,heuristic,1
2347,component-based software engineering,produces,linked data,heuristic,2
2348,linked data,includes,controlled vocabulary,openie,7
2349,named entity recognition,is,linked data,heuristic,2
2350,domain knowledge,classify,semantic description,heuristic,1
2351,web ontology language,includes,security frameworks,heuristic,2
2352,learning objects,learns,semantic web services,heuristic,4
2353,cloud computing,includes,resource description framework (rdf),openie,1
2354,knowledge representation,analyzes,resource description framework (rdf),heuristic,5
2355,knowledge acquisition,includes,ontology alignment,openie,1
2356,ontology learning,includes,ontology alignment,openie,2
2357,semantic web services,queries,natural languages,heuristic,1
2358,artificial intelligence,produces,semantic description,heuristic,3
2359,resource description framework (rdf),provides,data streams,heuristic,1
2360,linked data,includes,text mining,openie,1
2361,web ontology language,includes,ontology technology,openie,1
2362,web contents,includes,web ontology language,openie,1
2363,ontology alignment,includes,ontology evaluation,openie,1
2364,semantic web services,includes,social networks,openie,6
2365,resource description framework (rdf),includes,process modelling,openie,1
2366,model-driven engineering,analyzes,web ontology language,heuristic,2
2367,web ontology language,provides,information retrieval,heuristic,1
2368,semantic web services,includes,communication,openie,3
2369,hierarchical structures,includes,semantic search engines,openie,1
2370,data exchange,produces,ontology alignment,heuristic,1
2371,ontology alignment,produces,engineering,heuristic,4
2372,ontology-based,provides,semantic descriptions,heuristic,12
2373,ontology alignment,includes,machine learning techniques,openie,1
2374,ontology alignment,is,information integration,heuristic,2
2375,semantic data,uses,linked data,heuristic,3
2376,internet,includes,semantic web services,openie,1
2377,resource description framework (rdf),includes,web applications,openie,2
2378,ontology alignment,includes,web service composition,openie,1
2379,semantic web technologies,provides,web ontology language,heuristic,30
2380,linked data,conjunction,automated reasoning,heuristic,1
2381,linked data,includes,digital preservation,openie,1
2382,linked data,provides,ontology-based,heuristic,83
2383,linked data,produces,universities,heuristic,13
2384,web ontology language,includes,semantic similarity measures,openie,1
2385,ontology merging,conjunction,ontology alignment,heuristic,7
2386,linked data,provides,computability,heuristic,1
2387,semantic distance,includes,semantic web services,openie,2
2388,web service composition,uses,semantic web services,heuristic,8
2389,distributed hash table,supports,semantic search engines,heuristic,1
2390,semantic web services,produces,business process modelling,heuristic,3
2391,resource description framework (rdf),represents,web information,openie,1
2392,attributes reduction,is,ontology alignment,heuristic,1
2393,ontology alignment,includes,semantic search engines,openie,1
2394,semantic web services,is,service ontology,heuristic,2
2395,semantic web services,includes,intelligent agents,openie,2
2396,distributed hash table,base,resource description framework (rdf),heuristic,1
2397,semantic search engines,is,speech recognition,heuristic,10
2398,linked data,includes,semantic search engine,openie,1
2399,relational data models,uses,web ontology language,heuristic,2
2400,natural language interfaces,includes,ontology alignment,openie,1
2401,extensible markup language,converts,web ontology language,heuristic,2
2402,question answering systems,reuses,semantic search engines,heuristic,8
2403,concept lattices,proposes,ontology alignment,heuristic,2
2404,web ontology language,provides,knowledge representation,heuristic,13
2405,semantic web services,uses,semantic web technologies,heuristic,96
2406,resource description framework (rdf),uses,knowledge acquisition,heuristic,2
2407,shortest paths,includes,semantic web services,openie,1
2408,resource description framework (rdf),includes,named entity recognition,openie,1
2409,resource description framework (rdf),includes,information retrieval,openie,1
2410,ontology alignment,represents,ontology integration,heuristic,4
2411,ontology alignment,combines,document clustering,heuristic,1
2412,user interfaces,represents,linked data,heuristic,9
2413,user query,includes,semantic search engines,openie,1
2414,linked data,conjunction,distributed ledgers,heuristic,1
2415,graphical models,includes,semantic descriptions,openie,2
2416,rdf graph,base,web ontology language,heuristic,2
2417,linked data,supports,dialogue,openie,1
2418,heterogeneous databases,includes,semantic search engines,heuristic,3
2419,semantic web services,conjunction,intelligent software agent,heuristic,1
2420,linked data,includes,web 2.0,openie,1
2421,equivalence relations,defines,resource description framework (rdf),heuristic,2
2422,semantic search engine,includes,semantic search engines,openie,2
2423,semantic web services,automates,blogs,heuristic,1
2424,fuzzy logics,represents,resource description framework (rdf),heuristic,2
2425,semantic web technologies,represents,web ontology language,heuristic,3
2426,ontology alignment,uses,relation extraction,heuristic,1
2427,resource description framework (rdf),is,standard model,heuristic,1
2428,semantic search engines,includes,ontology design,openie,1
2429,web ontology language,proposes,semantic web services,heuristic,6
2430,knowledge representation,analyzes,resource description framework (rdf),heuristic,14
2431,linked data,provides,embedded,heuristic,4
2432,web ontology language,is,ontology language,heuristic,8
2433,web ontology language,uses,logistics,heuristic,2
2434,web ontology language,includes,description logics,openie,4
2435,semantic descriptions,is,manets,heuristic,2
2436,linked data,supports,validation,heuristic,1
2437,natural language processing systems,includes,web ontology language,openie,2
2438,linked data,provides,semantic web technologies,heuristic,29
2439,ontology alignment,is,data integration,heuristic,15
2440,linked data,includes,user interfaces,openie,1
2441,text mining,uses,semantic search engines,heuristic,4
2442,ontology alignment,includes,computer science,openie,1
2443,data integration,uses,semantic web services,heuristic,2
2444,ontology alignment,converts,xml schemas,heuristic,2
2445,grid resources,base,semantic description,heuristic,1
2446,semantic description,links,engineering,heuristic,3
2447,semantic web services,includes,ontology alignment,openie,2
2448,resource description framework (rdf),includes,video surveillance systems,heuristic,1
2449,legacy systems,acquires,resource description framework (rdf),heuristic,5
2450,web ontology language,includes,star schema,openie,1
2451,semantic web services,provides,extreme programming,heuristic,1
2452,semantic search engines,includes,data mining,openie,2
2453,ontology alignment,includes,knowledge acquisition,openie,2
2454,ontology alignment,includes,semantic descriptions,openie,2
2455,linked open data,includes,semantic search engines,openie,3
2456,ontology alignment,base,ontology technology,heuristic,1
2457,web ontology language,includes,software design patterns,openie,1
2458,web ontology language,includes,knowledge management,openie,2
2459,semantic interoperability,converts,semantic web services,heuristic,3
2460,ontology learning,includes,semantic descriptions,openie,1
2461,domain knowledge,defines,web ontology language,heuristic,3
2462,semantic web technologies,is,ontology alignment,heuristic,19
2463,undirected graph,represents,resource description framework (rdf),heuristic,1
2464,machine learning techniques,conjunction,linked data,heuristic,1
2465,resource description framework (rdf),includes,policy specification,openie,1
2466,semantic interoperability,includes,semantic web services,openie,3
2467,resource description framework (rdf),is,rule engine,heuristic,3
2468,semantic web services,supports,virtual organizations,heuristic,1
2469,semantic web technologies,includes,ontology alignment,openie,2
2470,microdata,is,resource description framework (rdf),heuristic,1
2471,knowledge bases,includes,semantic web services,openie,1
2472,search engines,proposes,semantic web services,heuristic,10
2473,schema matching,is,ontology alignment,heuristic,5
2474,semantic web services,represents,data integration,heuristic,2
2475,semantic metadata,includes,semantic search engine,openie,1
2476,knowledge bases,includes,linked data,openie,1
2477,semantic web services,includes,virtual organizations,openie,1
2478,ontology alignment,analyzes,kernel functions,heuristic,1
2479,ontology construction,is,semantic descriptions,heuristic,5
2480,semantic search engine,includes,semantic web services,openie,1
2481,knowledge discovery in databases,uses,resource description framework (rdf),heuristic,1
2482,semantic web services,base,semantic similarity measures,heuristic,6
2483,semantic search engine,extends,recommendation systems,heuristic,1
2484,ontology-based,includes,web ontology language,openie,22
2485,information integration,includes,ontology alignment,openie,1
2486,semantic metadata,includes,semantic search engines,openie,1
2487,domain knowledge,acquires,semantic search engines,heuristic,2
2488,linked open data,includes,resource description framework (rdf),openie,1
2489,semantic web services,includes,web searches,openie,1
2490,web ontology language,provides,semantic web technologies,heuristic,56
2491,information retrieval,includes,ontology alignment,openie,4
2492,semantic data,produces,resource description framework (rdf),heuristic,4
2493,classifiers,links,linked data,heuristic,1
2494,ontology development,supports,resource description framework (rdf),heuristic,2
2495,data management,includes,semantic search engines,openie,1
2496,resource description framework (rdf),includes,semantic search engines,openie,1
2497,resource description framework (rdf),includes,web information,openie,1
2498,ontology alignment,includes,information management,openie,1
2499,domain-specific ontologies,is,semantic search engine,heuristic,2
2500,semantic search engine,supports,software development life cycle,heuristic,1
2501,information retrieval,includes,semantic search engines,openie,6
2502,context reasoning,analyzes,web ontology language,heuristic,1
2503,inference,includes,semantic search engine,openie,1
2504,heterogeneous databases,uses,semantic web services,heuristic,1
2505,linked data,provides,back propagation neural networks,heuristic,2
2506,service architecture,base,linked data,heuristic,1
2507,ontology alignment,defines,resource description framework (rdf),heuristic,1
2508,investments,extends,resource description framework (rdf),heuristic,1
2509,visualization,links,linked data,heuristic,3
2510,wordnet,analyzes,ontology alignment,heuristic,2
2511,digital libraries,includes,linked data,openie,2
2512,zig-bee,uses,web ontology language,heuristic,1
2513,semantic web services,provides,communication,heuristic,15
2514,semantic web technologies,includes,resource description framework (rdf),openie,6
2515,graph theory,includes,semantic web services,openie,1
2516,cache,uses,semantic description,heuristic,1
2517,reasoning algorithms,is,web ontology language,heuristic,5
2518,ontology alignment,includes,word sense disambiguation,openie,1
2519,semantic web technologies,includes,semantic search engine,openie,2
2520,on-line communities,includes,semantic web services,openie,1
2521,automated reasoning,includes,ontology alignment,openie,1
2522,semantic search engines,uses,semantic relationships,heuristic,4
2523,knowledge bases,includes,resource description framework (rdf),openie,1
2524,semantic description,uses,semantic web technologies,heuristic,2
2525,knowledge representation,includes,ontology alignment,openie,2
2526,semantic wikis,includes,semantic search engines,openie,1
2527,resource description framework (rdf),includes,social sciences,openie,1
2528,schema matching,includes,ontology alignment,openie,1
2529,semantic web services,base,data exchange,heuristic,1
2530,information integration,includes,linked data,openie,1
2531,agent technology,conjunction,semantic search engines,heuristic,1
2532,component-based software engineering,is,ontology alignment,heuristic,1
2533,semantic search engine,supports,semantic search engines,heuristic,2
2534,semantic data,includes,semantic search engine,openie,2
2535,ontology alignment,includes,electronic commerce,openie,1
2536,parallelism,improves,semantic search engines,heuristic,1
2537,resource description framework (rdf),represents,sparql,heuristic,22
2538,validation,selects,linked data,heuristic,1
2539,resource description framework (rdf),base,service compositions,heuristic,1
2540,semantic descriptions,is,component-based software engineering,openie,1
2541,software architectures,produces,semantic web services,heuristic,1
2542,argumentation,combines,ontology alignment,heuristic,2
2543,ontology alignment,improves,information integration,heuristic,4
2544,semantic web services,produces,business processes,heuristic,10
2545,web 2.0,includes,semantic descriptions,openie,1
2546,semantic similarity measures,combines,web ontology language,heuristic,2
2547,natural language interfaces,includes,semantic search engine,openie,4
2548,resource description framework (rdf),acquires,semantic relationships,heuristic,9
2549,semantic search engines,conjunction,product design,heuristic,1
2550,reasoning algorithms,uses,semantic web services,heuristic,9
2551,software agents,publishes,web ontology language,heuristic,9
2552,semantic search engine,includes,web service composition,openie,1
2553,semantic web services,includes,web applications,openie,5
2554,semantic web services,uses,web ontology language,heuristic,1
2555,semantic web services,analyzes,web 2.0,heuristic,1
2556,ontology alignment,includes,software maintenance,openie,1
2557,universities,is,resource description framework (rdf),heuristic,1
2558,web ontology language,produces,pattern,heuristic,1
2559,semantic web technologies,includes,resource description framework (rdf),heuristic,2
2560,linked data,includes,mobile services,openie,1
2561,search engines,selects,web ontology language,heuristic,2
2562,semantic description,supports,automated reasoning,heuristic,3
2563,semantic search engines,includes,web contents,openie,1
2564,ontology alignment,includes,automatic classification,openie,1
2565,semantic description,supports,robots,heuristic,1
2566,ontology alignment,includes,semantic concept,openie,2
2567,ontology alignment,selects,software agents,heuristic,5
2568,collaborative filtering algorithms,includes,semantic web services,openie,1
2569,controlled vocabulary,converts,web ontology language,heuristic,3
2570,augmented reality,includes,linked data,openie,1
2571,graph matchings,includes,semantic search engines,openie,1
2572,ontology alignment,provides,semantic interoperability,heuristic,8
2573,resource description framework (rdf),base,architecture viewpoints,heuristic,1
2574,linked data,produces,world wide web,heuristic,12
2575,web ontology language,includes,ontology development,openie,1
2576,intranets,uses,semantic web services,heuristic,2
2577,semantic descriptions,acquires,parsing algorithm,heuristic,1
2578,semantic relationships,improves,ontology alignment,heuristic,2
2579,explicit knowledge,conjunction,linked data,heuristic,1
2580,linked data,conjunction,augmented reality,heuristic,1
2581,mobile phones,includes,semantic search engines,openie,2
2582,linked data,includes,information fusion,openie,1
2583,web ontology language,includes,coloured petri nets,openie,1
2584,semantic web services,includes,service matching,openie,4
2585,resource description framework (rdf),includes,ontology language,openie,12
2586,information retrieval,includes,semantic web services,openie,4
2587,feature space,includes,semantic search engines,openie,1
2588,mobile devices,produces,resource description framework (rdf),heuristic,1
2589,semantic web technologies,includes,web ontology language,openie,2
2590,knowledge acquisition,includes,semantic web services,openie,1
2591,uml profiles,includes,semantic web services,openie,3
2592,web ontology language,supports,business intelligence,heuristic,1
2593,data integration,includes,ontology alignment,openie,5
2594,cloud computing,includes,semantic search engines,openie,1
2595,ontology alignment,includes,answering queries,openie,2
2596,information fusion,conjunction,ontology alignment,heuristic,1
2597,xml schemas,conjunction,resource description framework (rdf),heuristic,1
2598,semantic web services,includes,software architectures,openie,2
2599,semantic web services,includes,knowledge management,openie,1
2600,ontology alignment,includes,schema matching,openie,1
2601,semantic web services,converts,information exchanges,heuristic,1
2602,web ontology language,produces,xquery,heuristic,3
2603,artificial intelligence,includes,linked data,openie,1
2604,semantic web services,base,knowledge representation,heuristic,2
2605,semantic search engines,supports,knowledge management,heuristic,2
2606,fuzzy ontology,conjunction,resource description framework (rdf),heuristic,1
2607,resource description framework (rdf),uses,component-based software engineering,heuristic,1
2608,ontology alignment,conjunction,ontology evaluation,heuristic,1
2609,web ontology language,includes,semantic web technologies,openie,23
2610,context models,proposes,web ontology language,heuristic,5
2611,resource description framework (rdf),uses,communication,heuristic,2
2612,automation,uses,ontology alignment,heuristic,2
2613,semantic search engine,supports,embedded,heuristic,1
2614,coloured petri nets,includes,semantic web services,openie,2
2615,ontology-based,uses,semantic search engine,heuristic,7
2616,semantic search engine,uses,semantic web technologies,heuristic,1
2617,web ontology language,defines,domain knowledge,heuristic,11
2618,semantic search engines,includes,machine translation systems,openie,1
2619,semantic web services,includes,service compositions,openie,1
2620,semantic description,includes,systems integration,openie,1
2621,information sharing,includes,ontology alignment,openie,1
2622,web ontology language,proposes,semantic web rule languages,heuristic,75
2623,database systems,includes,semantic description,heuristic,6
2624,linked data,includes,information exchanges,openie,2
2625,semantic web services,provides,distributed applications,heuristic,2
2626,semantic description,supports,systems integration,heuristic,1
2627,ontology technology,includes,semantic description,openie,1
2628,distributed architectures,includes,semantic web services,openie,1
2629,sparql,queries,web ontology language,heuristic,20
2630,organizational memory,uses,resource description framework (rdf),heuristic,1
2631,resource description framework (rdf),analyzes,complex networks,heuristic,2
2632,web ontology language,includes,context reasoning,openie,2
2633,ontology integration,interacts,ontology alignment,heuristic,5
2634,semantic web services,includes,domain knowledge,openie,1
2635,resource description framework (rdf),represents,coloured petri nets,heuristic,2
2636,semantic web services,provides,open source software,heuristic,7
2637,semantic web services,proposes,authorization,heuristic,3
2638,web ontology language,provides,tool support,heuristic,3
2639,linked data,provides,knowledge engineering,heuristic,2
2640,answering queries,requires,semantic search engines,heuristic,2
2641,document clustering,includes,semantic search engines,openie,1
2642,ontology building,provides,web ontology language,heuristic,2
2643,semantic search engines,conjunction,artificial intelligence,heuristic,2
2644,automated reasoning,includes,web ontology language,openie,1
2645,resource description framework (rdf),produces,knowledge representation and reasoning,heuristic,2
2646,semantic web services,provides,semantic relationships,heuristic,12
2647,ontology alignment,includes,ontology merging,openie,2
2648,resource description framework (rdf),includes,enterprise architecture,openie,1
2649,on-line communities,produces,resource description framework (rdf),heuristic,4
2650,abstract syntax,extends,web ontology language,heuristic,3
2651,semantic web services,includes,web contents,openie,1
2652,web applications,uses,resource description framework (rdf),heuristic,1
2653,intelligent software agent,conjunction,semantic web services,heuristic,1
2654,web ontology language,represents,web ontology language,heuristic,4
2655,resource description framework (rdf),is,binary relations,heuristic,2
2656,data publishing,uses,resource description framework (rdf),heuristic,1
2657,text mining,conjunction,linked data,heuristic,1
2658,resource description framework (rdf),represents,semantic interoperability,heuristic,11
2659,linked data,conjunction,process modelling,heuristic,1
2660,web ontology language,analyzes,propositional logic,heuristic,3
2661,domain-specific ontologies,includes,ontology alignment,openie,1
2662,software design patterns,includes,linked data,openie,1
2663,semantic interoperability,uses,web ontology language,heuristic,5
2664,question answering systems,includes,linked data,openie,1
2665,formal models,produces,linked data,heuristic,2
2666,web contents,uses,resource description framework (rdf),heuristic,4
2667,resource description framework (rdf),includes,web ontology language,openie,35
2668,map-reduce,requires,resource description framework (rdf),heuristic,3
2669,semantic web services,is,product design,heuristic,1
2670,web ontology language,queries,optimization,heuristic,1
2671,ontology alignment,includes,information extraction,openie,1
2672,bayesian networks,includes,ontology alignment,openie,1
2673,semantic web services,extends,dialogue,heuristic,1
2674,xml technology,annotates,resource description framework (rdf),heuristic,1
2675,ontology alignment,uses,bayesian networks,heuristic,1
2676,semantic web services,includes,knowledge-sharing,openie,1
2677,extreme programming,proposes,semantic web services,heuristic,2
2678,search engines,conjunction,ontology alignment,heuristic,1
2679,hierarchical models,includes,semantic search engines,openie,2
2680,resource description framework (rdf),supports,information systems,heuristic,1
2681,semantic description,uses,component-based software engineering,heuristic,1
2682,mobile devices,includes,semantic search engines,openie,2
2683,computer systems,includes,linked data,heuristic,4
2684,mobile web,conjunction,linked data,heuristic,1
2685,controlled vocabulary,produces,resource description framework (rdf),heuristic,1
2686,resource description framework (rdf),includes,knowledge management systems,openie,1
2687,automatic composition,includes,semantic web services,openie,3
2688,reasoning algorithms,base,resource description framework (rdf),heuristic,1
2689,web ontology language,supports,attribute based access control,heuristic,1
2690,clustering algorithms,conjunction,ontology alignment,heuristic,3
2691,ternary content addressable memories,links,linked data,heuristic,1
2692,ontology-based,defines,web ontology language,heuristic,176
2693,change detection,conjunction,ontology alignment,heuristic,1
2694,email,supports,semantic search engines,heuristic,2
2695,intelligent agents,includes,semantic descriptions,openie,2
2696,business processes,includes,semantic web services,openie,1
2697,linked data,includes,social networks,openie,2
2698,resource description framework (rdf),supports,information filtering,heuristic,1
2699,ontology alignment,includes,data exchange,openie,1
2700,semantic web services,uses,agent technology,heuristic,7
2701,knowledge management,includes,semantic search engines,openie,1
2702,linked data,includes,semantic relationships,openie,1
2703,semantic search engines,includes,social software,openie,1
2704,domain-specific ontologies,provides,semantic description,heuristic,3
2705,web ontology language,is,web ontology language,openie,1
2706,extreme programming,includes,linked data,openie,1
2707,resource description framework (rdf),uses,parallelism,heuristic,5
2708,semantic description,includes,search engines,openie,1
2709,linked data,conjunction,adaptive hypermedia,heuristic,1
2710,linked data,includes,knowledge bases,openie,1
2711,resource description framework (rdf),represents,dbpedia,heuristic,6
2712,resource description framework (rdf),proposes,reusability,heuristic,2
2713,web service description,proposes,web ontology language,heuristic,1
2714,ontology alignment,proposes,ontology alignment,heuristic,1
2715,fuzzy c-means clustering algorithms,includes,ontology alignment,openie,1
2716,web ontology language,improves,knowledge management,heuristic,2
2717,doherty power amplifier,proposes,semantic description,heuristic,1
2718,semantic search engine,conjunction,semantic web services,heuristic,1
2719,semantic relationships,improves,semantic search engine,heuristic,1
2720,social networks,includes,linked data,openie,2
2721,semantic web services,produces,matching algorithm,heuristic,3
2722,services discovery,analyzes,web ontology language,heuristic,2
2723,semantic web services,includes,multi-agents,openie,1
2724,ontology alignment,proposes,grid environments,heuristic,1
2725,information extraction,supports,linked data,heuristic,3
2726,digital libraries,includes,semantic web services,openie,2
2727,semantic web services,includes,semantic web technologies,openie,3
2728,linked data,includes,cloud services,openie,1
2729,resource description framework (rdf),maintains,context information,heuristic,2
2730,web ontology language,includes,reasoning algorithms,openie,1
