,s,p,o,source,support
563,semantic web services,analyzes,resource description framework (rdf),heuristic,12
564,ontology alignment,base,semantic desktop,heuristic,1
565,web applications,produces,semantic web services,heuristic,8
566,semantic web services,produces,web applications,heuristic,6
567,semantic web services,uses,semantic web technologies,heuristic,96
568,web ontology language,proposes,semantic web services,heuristic,6
569,semantic web services,is,component-based software engineering,heuristic,13
570,semantic web technologies,provides,web ontology language,heuristic,30
571,web ontology language,produces,web applications,heuristic,3
572,semantic web technologies,improves,semantic description,heuristic,21
573,semantic web services,combines,semantic web technologies,heuristic,31
574,semantic web services,improves,web service description,heuristic,7
575,semantic web services,uses,ontology language,heuristic,5
576,semantic web services,provides,web services discovery,heuristic,22
577,ontology-based,defines,semantic web services,heuristic,119
578,user experience,converts,semantic web services,heuristic,1
579,semantic web services,provides,user experience,heuristic,3
580,semantic similarity measures,is,semantic web services,heuristic,4
581,semantic web services,provides,semantic relationships,heuristic,12
582,semantic web services,represents,computer science,heuristic,2
583,semantic description,provides,semantic web services,heuristic,3
584,web contents,uses,resource description framework (rdf),heuristic,4
585,web ontology language,provides,web contents,heuristic,2
586,web ontology language,proposes,vocabulary,heuristic,7
587,resource description framework (rdf),includes,web ontology language,heuristic,9
588,semantic web rule languages,uses,linked data,heuristic,2
589,web ontology language,uses,linked data,heuristic,6
590,web service composition,uses,semantic web services,heuristic,8
591,semantic web services,provides,reasoning algorithms,heuristic,17
592,semantic web services,produces,intelligent agents,heuristic,7
593,intelligent agents,queries,semantic description,heuristic,1
594,domain-specific ontologies,provides,semantic description,heuristic,3
595,grid computing,provides,semantic web services,heuristic,3
596,semantic web services,base,resource description framework (rdf),heuristic,1
597,semantic search engines,uses,semantic web technologies,heuristic,2
598,ontology alignment,uses,relation extraction,heuristic,1
599,resource description framework (rdf),uses,gear,heuristic,1
600,semantic web rule languages,automates,semantic search engine,heuristic,2
601,semantic web rule languages,automates,semantic web services,heuristic,2
602,ontology alignment,is,semantic web technologies,heuristic,30
603,sparql,uses,semantic web services,heuristic,2
604,ontology evolution,extends,resource description framework (rdf),heuristic,1
605,semantic web services,base,description logics,heuristic,8
606,mediawiki,supports,semantic web services,heuristic,1
607,software agents,uses,semantic web services,heuristic,12
608,java,selects,semantic web services,heuristic,4
609,semantic web services,converts,semantic web services,heuristic,19
610,semantic web service discovery,base,semantic web services,heuristic,9
611,semantic web services,proposes,semantic web service discovery,heuristic,12
612,semantic web service discovery,proposes,ontology alignment,heuristic,6
613,semantic web services,proposes,ontology alignment,heuristic,10
614,ontology alignment,improves,web services discovery,heuristic,3
615,web services discovery,proposes,ontology alignment,heuristic,6
616,semantic web services,matches,semantic distance,heuristic,9
617,semantic web services,is,component-based software engineering,heuristic,3
618,semantic web services,uses,business logic,heuristic,4
619,petri nets,proposes,semantic web services,heuristic,15
620,semantic web services,acquires,petri nets,heuristic,15
621,semantic web services,provides,automatic composition,heuristic,6
622,ontology alignment,analyzes,service compositions,heuristic,1
623,semantic web services,provides,service compositions,heuristic,12
624,web ontology language,supports,search engines,heuristic,1
625,web ontology language,conjunction,web contents,heuristic,1
626,web contents,conjunction,web ontology language,heuristic,1
627,resource description framework (rdf),includes,web contents,heuristic,3
628,ontology alignment,improves,ajax,heuristic,1
629,automation,uses,ontology alignment,heuristic,2
630,semantic search engines,selects,domain-specific ontologies,heuristic,4
631,semantic web services,provides,web service composition,heuristic,11
632,semantic web services,matches,user query,heuristic,7
633,resource description framework (rdf),uses,communication,heuristic,2
634,resource description framework (rdf),produces,semantic web services,heuristic,10
635,business process execution language,supports,semantic web services,heuristic,1
636,automation,recommends,semantic web services,heuristic,9
637,broker pattern,provides,semantic web services,heuristic,12
638,semantic interoperability,converts,semantic web services,heuristic,3
639,service architecture,produces,ontology alignment,heuristic,1
640,service architecture,produces,semantic descriptions,heuristic,1
641,semantic web services,uses,electronic commerce,heuristic,3
642,semantic description,provides,web ontology language,heuristic,3
643,semantic web services,extends,context information,heuristic,7
644,description logics,proposes,semantic web services,heuristic,8
645,ontology alignment,selects,smart phones,heuristic,4
646,ontology alignment,selects,software agents,heuristic,5
647,uml profiles,guides,semantic web services,heuristic,4
648,business process modelling,base,semantic web services,heuristic,1
649,semantic web services,proposes,planning algorithms,heuristic,4
650,software agents,interacts,semantic description,heuristic,2
651,semantic web services,provides,software agents,heuristic,17
652,semantic web services,base,knowledge representation,heuristic,2
653,digital libraries,produces,semantic web services,heuristic,1
654,semantic web services,proposes,digital libraries,heuristic,1
655,business processes,uses,semantic web services,heuristic,7
656,information systems,proposes,resource description framework (rdf),heuristic,3
657,information systems,proposes,resource description framework (rdf),heuristic,2
658,web ontology language,uses,semantic web technologies,heuristic,19
659,semantic web technologies,provides,web ontology language,heuristic,24
660,semantic web services,automates,service compositions,heuristic,1
661,communication protocols,produces,web ontology language,heuristic,3
662,semantic relationships,supports,semantic web services,heuristic,19
663,resource description framework (rdf),analyzes,semantic web technologies,heuristic,3
664,domain-specific ontologies,proposes,semantic web services,heuristic,11
665,semantic web services,requires,domain-specific ontologies,heuristic,4
666,database management,produces,semantic web services,heuristic,1
667,resource description framework (rdf),conjunction,intelligent agents,heuristic,1
668,intelligent agents,conjunction,resource description framework (rdf),heuristic,1
669,semantic web services,uses,web ontology language,heuristic,1
670,semantic web technologies,publishes,linked data,heuristic,38
671,linked data,provides,semantic web technologies,heuristic,29
672,semantic web services,queries,information retrieval,heuristic,2
673,semantic web services,queries,natural languages,heuristic,1
674,coloured petri nets,converts,web ontology language,heuristic,1
675,faculty,proposes,resource description framework (rdf),heuristic,2
676,faculty,proposes,resource description framework (rdf),heuristic,1
677,semantic web service discovery,conjunction,semantic search engines,heuristic,1
678,semantic search engines,conjunction,semantic web service discovery,heuristic,1
679,web ontology language,is,mass customization,heuristic,2
680,semantic web services,automates,blogs,heuristic,1
681,semantic web services,automates,ontology alignment,heuristic,1
682,semantic web services,automates,social networks,heuristic,4
683,ontology alignment,is,ontology merging,heuristic,4
684,ontology merging,conjunction,ontology alignment,heuristic,1
685,semantic web technologies,includes,ontology alignment,heuristic,3
